Name,Mass,Radius,Period,StTeff,StRadius,Letter
Kepler-887,,0.101,7.63846023,6194.0,1.29,c
Kepler-304,,0.107,1.49914695,4731.0,0.69,e
Kepler-903,,0.179,10.3507721,5682.0,0.97,b
Kepler-903,,0.226,62.9228557,5682.0,0.97,c
Kepler-920,,0.216,6.53192704,5403.0,0.85,b
Kepler-937,,0.332,67.668827,6095.0,1.22,b
Kepler-937,,0.238,153.343364,6095.0,1.22,c
Kepler-411,,0.292,7.83442788,4974.0,0.79,c
Kepler-167,,0.107,21.803855,4890.0,0.73,d
Kepler-167,,0.906,1071.23228,4890.0,0.73,e
Kepler-953,,0.106,9.10967112,5416.0,0.99,c
Kepler-1311,,0.111,11.1726994,5748.0,1.4,b
Kepler-1311,,0.109,2.53573424,5748.0,1.4,c
Kepler-398,,0.079,6.83437001,4493.0,0.61,d
Kepler-401,,0.203,184.256405,6117.0,1.33,d
Kepler-1321,,0.439,11.12830484,4094.0,0.53,b
Kepler-1245,,0.128,4.35409304,5306.0,0.83,b
Kepler-1245,,0.128,2.93658468,5306.0,0.83,c
Kepler-1388,,0.231,12.2854603,4098.0,0.61,b
Kepler-1388,,0.202,5.53608151,4098.0,0.61,c
Kepler-1388,,0.219,37.6327084,4098.0,0.61,e
Kepler-1398,,0.08,2.78815679,6126.0,1.18,b
Kepler-1398,,0.092,4.13827595,6126.0,1.18,c
Kepler-967,,0.21,13.22713379,5178.0,0.8,b
Kepler-968,,0.178,3.69298373,4598.0,0.7,b
Kepler-968,,0.151,5.70940492,4598.0,0.7,c
Kepler-969,,0.185,34.1731714,5214.0,0.82,b
Kepler-990,,0.232,9.91723428,5948.0,1.08,b
Kepler-990,,0.136,0.53835431,5948.0,1.08,c
Kepler-1016,,0.194,1.95452434,5821.0,1.0,b
Kepler-1016,,0.328,105.6551369,5821.0,1.0,c
Kepler-342,,0.079,1.64422461,6175.0,1.47,e
HD 219134,0.02297,0.117,22.717,4699.0,0.78,f
HD 219134,,,94.2,4699.0,0.78,g
HD 219134,,,2247.0,4699.0,0.78,h
Kepler-1047,,0.186,56.1886887,5754.0,1.13,b
Kepler-1047,,0.088,3.18897601,5754.0,1.13,c
Kepler-1050,,0.143,15.3787546,6010.0,1.13,b
Kepler-1050,,0.132,21.1284569,6010.0,1.13,c
Kepler-351,,0.243,142.544247,5643.0,0.85,d
Kepler-1065,,0.333,3.60930891,5635.0,0.93,b
Kepler-1073,,0.205,8.67888593,5792.0,1.0,b
Kepler-1073,,0.146,4.02582254,5792.0,1.0,c
Kepler-1086,,0.218,18.78425728,4350.0,0.66,b
Kepler-1086,,0.262,161.5163345,4350.0,0.66,c
Kepler-1093,,0.174,25.0824626,6166.0,1.2,b
Kepler-1093,,0.175,89.722292,6166.0,1.2,c
Kepler-214,,0.233,15.660544,6169.0,1.35,b
Kepler-214,,0.19,28.7798,6169.0,1.35,c
Kepler-215,,0.145,9.360672,5739.0,1.03,b
Kepler-215,,0.158,14.667108,5739.0,1.03,c
Kepler-215,,0.213,30.864423,5739.0,1.03,d
Kepler-215,,0.156,68.16101,5739.0,1.03,e
Kepler-216,,0.21,7.693641,6091.0,1.26,b
Kepler-216,,0.271,17.406669,6091.0,1.26,c
Kepler-217,,0.199,5.374943,6171.0,1.8,b
Kepler-217,,0.165,8.586004,6171.0,1.8,c
Kepler-218,,0.132,3.619337,5502.0,1.06,b
Kepler-218,,0.28,44.699576,5502.0,1.06,c
Kepler-219,,0.263,4.585512,5786.0,1.49,b
Kepler-219,,0.319,22.714613,5786.0,1.49,c
Kepler-219,,0.251,47.903645,5786.0,1.49,d
Kepler-220,,0.072,4.159807,4632.0,0.67,b
Kepler-220,,0.14,9.034199,4632.0,0.67,c
Kepler-220,,0.087,28.122397,4632.0,0.67,d
Kepler-220,,0.119,45.902733,4632.0,0.67,e
Kepler-221,,0.261,5.690586,5243.0,0.82,c
Kepler-221,,0.244,10.04156,5243.0,0.82,d
Kepler-221,,0.235,18.369917,5243.0,0.82,e
Kepler-222,,0.282,3.936981,5433.0,0.87,b
Kepler-222,,0.329,28.081912,5433.0,0.87,d
Kepler-223,0.02328,0.267,7.38449,,1.72,b
Kepler-223,0.01605,0.307,9.84564,,1.72,c
Kepler-223,0.0151,0.41,19.72567,,1.72,e
Kepler-224,,0.124,3.132924,5018.0,0.68,b
Kepler-224,,0.278,5.925003,5018.0,0.68,c
Kepler-224,,0.176,18.643577,5018.0,0.68,e
Kepler-225,,0.107,6.738975,3682.0,0.48,b
Kepler-225,,0.164,18.794234,3682.0,0.48,c
Kepler-226,,0.138,3.940997,5571.0,0.8,b
Kepler-226,,0.109,8.109044,5571.0,0.8,d
Kepler-227,,0.277,9.488015,5854.0,1.09,b
Kepler-227,,0.271,54.418694,5854.0,1.09,c
Kepler-228,,0.241,4.134444,6043.0,1.01,c
Kepler-228,,0.36,11.094286,6043.0,1.01,d
Kepler-229,,0.196,6.252972,5120.0,0.73,b
Kepler-229,,0.343,41.194912,5120.0,0.73,d
Kepler-230,,0.38,32.625555,5588.0,0.82,b
Kepler-230,,0.182,91.773242,5588.0,0.82,c
Kepler-231,,0.172,19.271566,3767.0,0.49,c
Kepler-232,,0.275,4.431222,5847.0,0.97,b
Kepler-232,,0.342,11.379349,5847.0,0.97,c
Kepler-233,,0.217,8.472382,5360.0,0.76,b
Kepler-234,,0.33,2.711506,6224.0,1.11,b
Kepler-234,,0.313,7.21205,6224.0,1.11,c
Kepler-235,,0.199,3.340222,4255.0,0.55,b
Kepler-235,,0.183,20.060548,4255.0,0.55,d
Kepler-235,,0.198,46.183669,4255.0,0.55,e
Kepler-236,,0.14,8.295611,3750.0,0.51,b
Kepler-237,,0.126,4.715106,4861.0,0.72,b
K2-5,,0.17,5.73594,3930.0,0.57,b
K2-5,,0.202,10.93241,3930.0,0.57,c
K2-8,,0.319,10.35239,4870.0,0.74,b
K2-19,,0.691,7.9194,5430.0,0.86,b
K2-19,,0.434,11.90715,5430.0,0.86,c
K2-16,,0.18,7.6188,4742.0,0.66,b
K2-18,0.02504,0.212,32.93963,3457.0,0.41,b
LkCa 15,,,,,,b
LkCa 15,,,,,,c
Kepler-454,0.02152,0.211,10.57375339,5701.0,1.07,b
HD 33844,,,551.4,4861.0,5.29,b
HD 33844,,,916.0,4861.0,5.29,c
Kepler-1129,,0.264,24.3397804,5831.0,1.0,b
Kepler-1129,,0.244,76.5369586,5831.0,1.0,c
Kepler-1143,,0.149,2.88890485,5053.0,0.77,b
Kepler-1143,,0.321,210.630591,5053.0,0.77,c
Kepler-1154,,0.209,5.1856142,6327.0,1.43,b
Kepler-1154,,0.211,8.45808312,6327.0,1.43,c
Kepler-603,,0.236,21.05358596,5808.0,1.01,b
Kepler-603,,0.58,127.9075774,5808.0,1.01,c
Kepler-603,,0.118,6.2171292,5808.0,1.01,d
Kepler-605,,0.128,3.38353807,5462.0,0.88,b
Kepler-605,,0.077,2.35895152,5462.0,0.88,c
Kepler-610,,0.374,6.99692655,5943.0,1.13,b
Kepler-610,,0.294,151.86392,5943.0,1.13,c
Kepler-191,,0.203,5.94504102,5282.0,0.79,d
Kepler-192,,0.091,6.47027579,5479.0,1.01,d
Kepler-616,,0.217,9.99761851,5753.0,0.97,b
Kepler-616,,0.304,90.4113556,5753.0,0.97,c
Kepler-619,,0.282,5.4042722,5980.0,1.11,b
Kepler-619,,0.151,1.20846503,5980.0,1.11,c
Kepler-262,,0.121,13.060855,5841.0,0.88,b
Kepler-264,,0.252,140.101261,6158.0,1.55,c
Kepler-265,,0.231,67.831024,5835.0,1.1,e
Kepler-267,,0.19,6.87745,4258.0,0.56,c
Kepler-269,,0.151,8.127899,5847.0,0.96,c
Kepler-276,0.051,0.25,48.648,6105.0,1.05,d
Kepler-278,,0.363,30.160546,4991.0,2.94,b
Kepler-279,0.118,0.277,54.414,6363.0,1.75,d
Kepler-28,1.51,0.321,5.9123,4590.0,0.7,b
Kepler-281,,0.474,36.337373,5723.0,0.9,c
Kepler-282,0.177,0.277,44.347,5602.0,0.9,e
Kepler-284,,0.233,37.514456,5615.0,0.81,c
Kepler-286,,0.122,3.468095,5580.0,0.86,c
Kepler-287,,0.291,44.851896,5806.0,1.03,c
Kepler-289,0.42,1.034,125.8518,5990.0,1.0,c
Kepler-291,,0.193,3.546511,6002.0,1.02,b
Kepler-292,,0.199,7.055679,5299.0,0.83,d
Kepler-293,,0.342,54.155743,5804.0,0.96,c
Kepler-295,,0.121,33.884054,5603.0,0.9,d
Kepler-296,,0.136,34.14211,3740.0,0.48,e
Kepler-298,,0.175,10.475464,4465.0,0.58,b
Kepler-299,,0.166,15.054786,5617.0,1.03,d
Kepler-30,0.036,0.348,29.33434,5498.0,0.95,b
Kepler-301,,0.12,2.508553,5815.0,0.9,b
Kepler-306,,0.22,17.326644,4954.0,0.72,d
Kepler-359,,0.384,57.68802,6248.0,1.09,c
Kepler-359,,0.358,77.095691,6248.0,1.09,d
Kepler-360,,0.147,3.289672,6053.0,1.06,b
Kepler-361,,0.129,8.486616,6169.0,1.34,b
Kepler-361,,0.225,55.188023,6169.0,1.34,c
Kepler-362,,0.079,10.327186,5788.0,0.72,b
Kepler-363,,0.103,3.614568,5593.0,1.49,b
Kepler-363,,0.151,7.542427,5593.0,1.49,c
Kepler-363,,0.183,11.932125,5593.0,1.49,d
Kepler-364,,0.138,25.745718,6108.0,1.28,b
Kepler-365,,0.182,10.664903,6012.0,1.05,b
Kepler-365,,0.146,17.784129,6012.0,1.05,c
Kepler-366,,0.13,3.281959,6209.0,1.05,b
Kepler-367,,0.116,37.815724,4710.0,0.69,b
Kepler-367,,0.107,53.578637,4710.0,0.69,c
Kepler-368,,0.291,26.84768,5502.0,2.02,b
Kepler-369,,0.101,2.732756,3591.0,0.47,b
Kepler-369,,0.126,14.871572,3591.0,0.47,c
Kepler-370,,0.142,4.57953,5852.0,0.9,b
Kepler-370,,0.17,19.02293,5852.0,0.9,c
Kepler-371,,0.159,67.968015,5666.0,0.99,c
Kepler-372,,0.121,6.849692,6509.0,1.14,b
Kepler-372,,0.186,20.053763,6509.0,1.14,c
Kepler-372,,0.151,30.092568,6509.0,1.14,d
Kepler-373,,0.121,5.535309,5787.0,0.84,b
KIC 5437945,,0.492,220.1303357,6340.0,1.24,c
Kepler-1530,,0.146,2.5904434,5477.0,0.88,b
Kepler-1530,,0.147,5.3227406,5477.0,0.88,c
HIP 65407,,,28.125,5460.0,,b
HIP 65407,,,67.3,5460.0,,c
HD 141399,,,94.44,5600.0,,b
HD 141399,,,201.99,5600.0,,c
HD 141399,,,1069.8,5600.0,,d
HD 141399,,,5000.0,5600.0,,e
K2-19,,0.102,2.50856,5430.0,0.86,d
K2-32,0.05191,0.458,8.99213,5275.0,0.84,b
K2-32,0.03241,0.306,31.7154,5275.0,0.84,d
K2-32,0.03807,0.269,20.6602,5275.0,0.84,c
Kepler-198,,0.136,1.31184443,5574.0,0.94,d
Kepler-625,,0.178,7.75192492,5789.0,0.96,b
Kepler-625,,0.094,4.1653651,5789.0,0.96,c
Kepler-308,,0.189,9.694928,5895.0,0.94,b
Kepler-31,6.8,0.348,87.6451,6340.0,1.22,d
Kepler-310,,0.106,13.930698,5797.0,0.88,b
Kepler-312,,0.115,1.772419,6115.0,1.47,b
Kepler-314,,0.074,2.461069,5378.0,0.95,b
Kepler-316,,0.095,2.240508,4204.0,0.52,b
Kepler-318,,0.42,4.662715,5746.0,1.19,b
Kepler-32,,0.134,2.896,3900.0,0.53,e
Kepler-320,,0.102,8.371554,6435.0,1.11,b
Kepler-322,,0.09,1.653888,5388.0,0.89,b
Kepler-324,,0.102,4.385315,5194.0,0.84,b
Kepler-325,,0.249,38.715185,5752.0,1.0,d
Kepler-327,,0.092,5.212333,3799.0,0.49,c
Kepler-329,,0.125,7.416397,4257.0,0.52,b
Kepler-331,,0.162,8.457496,4347.0,0.49,b
Kepler-332,,0.105,34.21154,4955.0,0.72,d
Kepler-334,,0.128,12.758005,5828.0,1.07,c
Kepler-336,,0.091,2.024823,5867.0,1.3,b
Kepler-341,,0.178,42.473269,6012.0,1.02,e
Kepler-343,,0.18,23.22182,5807.0,1.43,c
Kepler-345,,0.107,9.387427,4504.0,0.62,c
Kepler-347,,0.156,27.320871,6088.0,1.0,c
Kepler-349,,0.175,12.247629,5956.0,0.93,c
Kepler-351,,0.285,57.24809,5643.0,0.85,c
Kepler-353,,0.123,8.410894,3903.0,0.5,c
Kepler-373,,0.111,16.725948,5787.0,0.84,c
Kepler-374,,0.092,1.897806,5977.0,0.91,b
Kepler-374,,0.098,3.282807,5977.0,0.91,c
Kepler-374,,0.117,5.028219,5977.0,0.91,d
Kepler-375,,0.129,12.125934,5826.0,0.84,b
Kepler-375,,0.236,19.986326,5826.0,0.84,c
Kepler-376,,0.095,4.920199,5900.0,1.18,b
Kepler-376,,0.16,14.172327,5900.0,1.18,c
Kepler-377,,0.124,12.509529,5949.0,1.22,b
Kepler-378,,0.067,16.092361,4661.0,0.67,b
Kepler-378,,0.062,28.906009,4661.0,0.67,c
Kepler-379,,0.148,20.09838,6054.0,1.31,b
Kepler-379,,0.204,62.784697,6054.0,1.31,c
Kepler-380,,0.113,7.630004,6045.0,1.22,c
Kepler-381,,0.088,5.629021,6152.0,1.57,b
Kepler-381,,0.1,13.391635,6152.0,1.57,c
Kepler-382,,0.142,12.162701,5600.0,0.94,c
Kepler-383,,0.118,12.904532,4710.0,0.67,b
Kepler-384,,0.101,45.348269,5577.0,0.88,c
Kepler-385,,0.244,10.043686,6326.0,1.13,b
Kepler-385,,0.271,15.163161,6326.0,1.13,c
Kepler-386,,0.124,12.31043,5178.0,0.77,b
Kepler-387,,0.092,6.791636,5774.0,1.05,b
Kepler-387,,0.079,11.837549,5774.0,1.05,c
Kepler-1542,,0.068,3.95116882,5564.0,0.99,b
Kepler-1542,,0.058,2.89223021,5564.0,0.99,c
Kepler-1542,,0.078,5.99273738,5564.0,0.99,d
Kepler-1542,,0.068,5.10115756,5564.0,0.99,e
Kepler-217,,0.118,3.88689525,6171.0,1.8,d
Kepler-218,,0.237,124.5244647,5502.0,1.06,d
Kepler-355,,0.13,11.03189,6184.0,1.07,b
Kepler-357,,0.238,16.85837,5036.0,0.83,c
Kepler-359,,0.315,25.563222,6248.0,1.09,b
Kepler-360,,0.187,7.186434,6053.0,1.06,c
Kepler-362,,0.129,37.866281,5788.0,0.72,c
Kepler-364,,0.192,59.980627,6108.0,1.28,c
Kepler-366,,0.16,12.51616,6209.0,1.05,c
Kepler-368,,0.346,72.379334,5502.0,2.02,c
Kepler-37,,,51.196,5417.0,0.77,e
Kepler-371,,0.169,34.763278,5666.0,0.99,b
Kepler-377,,0.184,27.014976,5949.0,1.22,c
Kepler-380,,0.106,3.930821,6045.0,1.22,b
Kepler-382,,0.118,5.262155,5600.0,0.94,b
Kepler-384,,0.1,22.597053,5577.0,0.88,b
Kepler-386,,0.141,25.193458,5178.0,0.77,c
Kepler-388,,0.077,13.297004,4498.0,0.59,c
Kepler-390,,0.07,13.060022,5166.0,0.78,c
Kepler-392,,0.098,10.423118,5938.0,1.13,c
Kepler-395,,0.092,7.054346,4262.0,0.56,b
Kepler-397,,0.219,22.250949,5307.0,0.77,b
Kepler-399,,0.086,14.425281,5502.0,0.68,b
Kepler-401,,0.153,14.383035,6117.0,1.33,b
Kepler-402,,0.123,8.921099,6090.0,1.26,d
Kepler-388,,0.072,3.173315,4498.0,0.59,b
Kepler-389,,0.135,3.244107,5376.0,0.79,b
Kepler-389,,0.13,14.51143,5376.0,0.79,c
Kepler-390,,0.073,6.738088,5166.0,0.78,b
Kepler-391,,0.285,7.416755,4940.0,3.57,b
Kepler-391,,0.316,20.485435,4940.0,3.57,c
Kepler-392,,0.089,5.341853,5938.0,1.13,b
Kepler-393,,0.115,9.182417,6189.0,1.38,b
Kepler-393,,0.119,14.613612,6189.0,1.38,c
Kepler-394,,0.143,8.005013,6402.0,1.13,b
Kepler-394,,0.148,12.130686,6402.0,1.13,c
Kepler-395,,0.118,34.989262,4262.0,0.56,c
Kepler-396,0.238,0.312,42.994,5384.0,1.06,b
Kepler-396,0.056,0.473,88.505,5384.0,1.06,c
Kepler-397,,0.551,135.498527,5307.0,0.77,c
Kepler-398,,0.083,4.081423,4493.0,0.61,b
Kepler-398,,0.09,11.419412,4493.0,0.61,c
Kepler-399,,0.128,26.67569,5502.0,0.68,c
Kepler-399,,0.169,58.034616,5502.0,0.68,d
Kepler-400,,0.147,9.024389,5886.0,1.15,b
Kepler-400,,0.133,17.340824,5886.0,1.15,c
Kepler-401,,0.192,47.318218,6117.0,1.33,c
Kepler-402,,0.109,4.028751,6090.0,1.26,b
Kepler-402,,0.139,6.124821,6090.0,1.26,c
Kepler-402,,0.13,11.242861,6090.0,1.26,e
Kepler-403,,0.112,7.031462,6090.0,1.33,b
Kepler-653,,0.174,14.70748976,5665.0,1.19,b
Kepler-653,,0.07,0.90037648,5665.0,1.19,c
HD 219134,0.01491,0.143,3.092926,4699.0,0.78,b
HD 219134,0.01372,0.135,6.76458,4699.0,0.78,c
HD 219134,0.05088,0.144,46.859,4699.0,0.78,d
KOI-94,0.334,1.005,22.342989,6182.0,1.52,d
Kepler-404,,0.113,11.829851,5654.0,0.88,b
Kepler-406,0.02,0.128,2.42629,5538.0,1.07,b
Kepler-407,12.6,,3000.0,5476.0,1.01,c
Kepler-415,0.377,0.108,4.176,,0.64,b
Kepler-416,,,12.209,,1.07,c
Kepler-419,7.3,,675.47,6430.0,1.74,c
Kepler-424,,,223.3,5460.0,0.94,c
Kepler-431,,0.06,8.703,6004.0,1.09,c
Kepler-436,,0.24,64.00205,4651.0,0.7,b
Kepler-444,,0.047,6.189392,5046.0,0.75,d
Kepler-446,,0.13,1.565409,3359.0,0.24,b
Kepler-46,0.376,,57.011,5309.0,0.79,c
Kepler-48,0.0124,0.168,4.778,5194.0,0.89,b
Kepler-49,0.72,0.227,10.9129343,4252.0,0.56,c
Kepler-50,,0.194,9.37647,6225.0,1.58,c
Kepler-52,8.7,0.187,7.8773565,4263.0,0.56,b
Kepler-53,15.74,0.283,38.5583038,5858.0,0.89,c
Kepler-403,,0.156,54.280749,6090.0,1.33,c
Kepler-404,,0.153,14.751166,5654.0,0.88,c
Kepler-405,,0.186,10.613839,5818.0,0.89,b
Kepler-405,,0.416,29.726682,5818.0,0.89,c
Kepler-406,0.009,0.076,4.62332,5538.0,1.07,c
Kepler-407,,0.095,0.66931,5476.0,1.01,b
Kepler-411,,0.168,3.00516,4974.0,0.79,b
Kepler-414,0.011,0.153,4.7,,0.95,b
Kepler-414,0.094,0.269,7.171,,0.95,c
Kepler-415,,,8.708,,0.64,c
Kepler-416,0.183,0.221,6.319,,1.07,b
Kepler-417,0.035,0.206,12.331,,0.81,b
Kepler-417,,,15.943,,0.81,c
Kepler-419,2.5,0.96,69.7546,6430.0,1.74,b
Kepler-424,1.03,0.89,3.3118644,5460.0,0.94,b
KIC 10001893,,,0.2197,27500.0,,b
Kepler-430,,0.29,35.968,5884.0,1.49,b
Kepler-431,,0.068,6.803,6004.0,1.09,b
Pr0211,,,4850.0,5300.0,0.83,c
K2-24,,0.52,20.88508,5743.0,1.21,b
K2-24,,0.723,42.36342,5743.0,1.21,c
Kepler-55,1.49,0.217,27.9481449,4503.0,0.62,b
Kepler-55,,0.142,10.198545,4503.0,0.62,f
Kepler-57,6.95,0.138,11.6092567,5145.0,0.73,c
Kepler-59,1.37,0.177,17.9801235,6074.0,0.94,c
Kepler-62,0.113,0.144,122.3874,4925.0,0.64,e
Kepler-65,,0.23,5.859944,6211.0,1.41,c
Kepler-68,0.84007,,625.0,5793.0,1.24,d
Kepler-79,0.019,0.639,52.0902,6174.0,1.3,d
Kepler-80,0.01299,0.143,4.64489,4540.0,0.68,e
Kepler-82,,0.357,26.444,5428.0,0.94,b
Kepler-83,,0.252,9.77,4648.0,0.59,b
Kepler-84,,0.211,12.883,6031.0,1.17,c
Kepler-85,,0.176,8.306,5436.0,0.89,b
Kepler-87,1.02,1.204,114.73635,5600.0,1.82,b
Kepler-92,0.019,0.232,26.723,5883.0,1.7,c
Kepler-94,9.836,,820.3,4781.0,0.76,c
Kepler-97,0.011,0.132,2.58664,5779.0,0.98,b
Kepler-431,,0.1,11.922,6004.0,1.09,d
Kepler-432,5.41,1.145,52.501129,4995.0,4.06,b
Kepler-444,,0.036,3.6001053,5046.0,0.75,b
Kepler-444,,0.044,4.5458841,5046.0,0.75,c
Kepler-444,,0.066,9.740486,5046.0,0.75,f
Kepler-445,,0.14,2.984151,3157.0,0.21,b
Kepler-445,,0.11,8.15275,3157.0,0.21,d
Kepler-446,,0.12,5.148921,3359.0,0.24,d
Kepler-1641,,0.277,19.672266,6152.0,1.19,b
Kepler-1641,,0.263,32.657212,6152.0,1.19,c
Kepler-1642,,0.285,12.2057513,5355.0,0.84,b
Kepler-539,2.4,,1000.0,5820.0,0.95,c
HD 219828,,,4791.0,5891.0,1.69,c
Kepler-245,,0.156,3.21982106,5100.0,0.8,e
Kepler-712,,0.304,21.02247699,5148.0,0.78,b
Kepler-712,,0.433,226.89047,5148.0,0.78,c
Kepler-722,,0.235,4.09357325,5863.0,1.05,b
NN Ser,2.3,,2883.5,57000.0,,d
OGLE-2007-BLG-3,0.06,,,,,b
OGLE-2011-BLG-0,0.88,,,,,b
OGLE-2012-BLG-0,1.85,,,,,b
OGLE-2013-BLG-0,0.0073,,,,,b
PSR B1257+12,0.01227,,98.2114,,,d
UZ For,7.7,,1916.25,,,c
WASP-41,0.94,1.18,3.052404,5545.0,0.87,b
OGLE-2006-BLG-1,0.73,,1788.5,,,b
OGLE-2006-BLG-1,0.27,,4927.5,,,c
OGLE-2012-BLG-0,0.145,,,,,b
OGLE-2012-BLG-0,0.86,,,,,c
OGLE-2012-BLG-0,2.73,,,,,b
OGLE-2013-BLG-0,12.569,,,,,b
OGLE-2014-BLG-0,0.51,,,,,b
Pr0211,,,2.1461,5300.0,0.83,b
PSR B1257+12,6e-05,,25.262,,,b
PSR B1257+12,0.01353,,66.5419,,,c
K2-35,,0.172,5.608352,4402.71,0.62,b
K2-35,,0.118,2.399964,4402.71,0.62,c
K2-36,,0.118,1.42266,4924.0,0.74,b
K2-36,,0.25,5.34059,4924.0,0.74,c
K2-37,,0.144,4.44117,5413.0,0.85,b
K2-37,,0.245,6.42904,5413.0,0.85,c
K2-37,,0.244,14.09189,5413.0,0.85,d
K2-38,0.03776,0.138,4.01593,5757.0,1.1,b
K2-38,0.03115,0.216,10.56103,5757.0,1.1,c
K2-8,,0.215,5.06416,4870.0,0.74,c
HIP 41378,,0.259,15.5712,6199.0,1.4,b
HIP 41378,,0.228,31.6978,6199.0,1.4,c
HIP 41378,,0.353,156.0,6199.0,1.4,d
GJ 3998,,,2.64977,3722.0,0.49,b
Kepler-732,,0.113,0.89304124,3631.0,0.46,c
Kepler-255,,0.118,1.04562266,5573.0,0.93,d
Kepler-750,,0.274,9.42887179,6160.0,1.23,b
Kepler-750,,0.145,4.08899022,6160.0,1.23,c
K2-21,,0.164,9.325038,4222.06,0.65,b
K2-21,,0.222,15.50192,4222.06,0.65,c
Kepler-237,,0.186,8.103636,4861.0,0.72,c
Kepler-238,,0.154,2.090876,5751.0,1.43,b
Kepler-238,,0.213,6.155557,5751.0,1.43,c
Kepler-238,,0.274,13.233549,5751.0,1.43,d
Kepler-238,0.534,0.5,23.654,5751.0,1.43,e
Kepler-238,0.042,0.178,50.447,5751.0,1.43,f
Kepler-239,,0.208,11.763051,4914.0,0.76,b
Kepler-239,,0.224,56.228098,4914.0,0.76,c
Kepler-240,,0.122,4.144495,4985.0,0.74,b
Kepler-240,,0.196,7.953528,4985.0,0.74,c
Kepler-241,,0.208,12.718092,4699.0,0.67,b
Kepler-241,,0.229,36.065978,4699.0,0.67,c
Kepler-242,,0.233,8.20395,5020.0,0.85,b
TYC 1422-614-1,,,198.4,4806.0,6.85,b
TYC 1422-614-1,,,559.3,4806.0,6.85,c
WASP-8,2.244,1.038,8.158715,5600.0,0.94,b
WASP-8,,,4323.0,5600.0,0.94,c
GJ 3998,,,13.74,3722.0,0.49,c
OGLE-2007-BLG-3,0.25171,,2557.0,,,c
GJ 676 A,,,7337.0,,,c
GJ 676 A,,,35.39,,,e
GJ 876,2.2756,,61.1166,,,b
OGLE-2014-BLG-0,3.09,,,,,b
HD 30177,,,11613.0,5580.0,,c
HD 4732,,,2732.0,4959.0,5.4,c
K2-16,,0.227,19.07863,4742.0,0.66,c
KIC 10001893,,,0.81161,27500.0,,d
Kepler-100,,0.196,12.8159,5825.0,1.49,c
Kepler-102,,0.079,27.4536,4909.0,0.76,f
Kepler-755,,0.157,1.26909037,5043.0,0.77,b
Kepler-755,,0.112,2.85313364,5043.0,0.77,c
Kepler-758,,0.221,12.1097104,6228.0,1.42,b
Kepler-758,,0.151,4.75793986,6228.0,1.42,c
Kepler-758,,0.189,20.4966197,6228.0,1.42,d
Kepler-758,,0.136,8.1934719,6228.0,1.42,e
Kepler-760,,0.273,8.70419416,5322.0,0.85,b
Kepler-760,,0.132,2.46697439,5322.0,0.85,c
Kepler-769,,0.261,7.42608998,6186.0,1.28,b
Kepler-769,,0.16,15.9870174,6186.0,1.28,c
Kepler-770,,0.205,18.92540274,5598.0,0.92,b
Kepler-243,,0.219,5.715442,5228.0,0.84,b
Kepler-243,,0.178,20.026218,5228.0,0.84,c
Kepler-244,,0.246,4.311792,5554.0,0.8,b
Kepler-244,,0.206,20.050401,5554.0,0.8,d
Kepler-245,,0.229,7.49019,5100.0,0.8,b
Kepler-245,,0.194,17.460812,5100.0,0.8,c
Kepler-245,,0.27,36.277108,5100.0,0.8,d
Kepler-246,,0.134,11.187161,5206.0,0.83,c
Kepler-247,,0.146,3.33616,5100.0,0.77,b
Kepler-247,,0.365,9.439452,5100.0,0.77,c
Kepler-248,,0.269,6.308205,5190.0,0.83,b
Kepler-248,,0.363,16.239494,5190.0,0.83,c
Kepler-249,,0.097,3.306539,3568.0,0.48,b
Kepler-249,,0.14,15.368459,3568.0,0.48,d
Kepler-250,,0.101,4.148141,5160.0,0.81,b
Kepler-250,,0.203,7.156804,5160.0,0.81,c
Kepler-251,,0.119,4.790936,5526.0,0.89,b
Kepler-251,,0.247,16.514043,5526.0,0.89,c
Kepler-251,,0.247,30.133001,5526.0,0.89,d
Kepler-251,,0.247,99.640161,5526.0,0.89,e
Kepler-252,,0.192,10.848463,4208.0,0.55,c
Kepler-253,,0.145,3.783986,5208.0,0.79,b
Kepler-253,,0.236,10.281951,5208.0,0.79,c
Kepler-254,,0.345,5.826662,5957.0,0.91,b
Kepler-254,,0.192,12.412183,5957.0,0.91,c
WASP-47,1.21,1.15,4.16071,5576.0,1.16,b
Kepler-1254,,0.138,9.99113313,4985.0,0.75,b
Kepler-1254,,0.116,3.60084276,4985.0,0.75,c
Kepler-436,,0.208,16.79713874,4651.0,0.7,c
Kepler-221,,0.153,2.795906,5243.0,0.82,b
Kepler-222,,0.414,10.08881,5433.0,0.87,c
Kepler-223,0.02517,0.467,14.78869,,1.72,d
Kepler-224,,0.205,11.349393,5018.0,0.68,d
Kepler-226,,0.203,5.349555,5571.0,0.8,c
Kepler-770,,0.107,1.47532231,5598.0,0.92,c
Kepler-770,,0.125,4.15244722,5598.0,0.92,d
Kepler-271,,0.059,5.24972541,5524.0,0.88,d
Kepler-254,,0.223,18.746477,5957.0,0.91,d
Kepler-255,,0.267,9.946047,5573.0,0.93,c
Kepler-256,,0.142,1.620493,5551.0,1.3,b
Kepler-256,,0.192,3.38802,5551.0,1.3,c
Kepler-256,,0.221,5.839172,5551.0,1.3,d
Kepler-257,,0.233,2.382667,5180.0,1.04,b
Kepler-257,,0.483,6.581484,5180.0,1.04,c
